RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1045,15601044,Walker,643,France,Female,49,7,0.0,3,1,0,106157.3,1
1046,15601045,Jackson,475,France,Female,47,3,0.0,2,1,0,141442.24,0
1047,15601046,Johnson,758,France,Male,37,9,70640.65,1,1,0,81204.37,0
1048,15601047,Turner,848,Germany,Female,39,0,64977.35,1,0,0,14684.88,1
1049,15601048,Fowler,658,Germany,Female,35,9,150901.7,3,0,1,107953.45,1
1050,15601049,Roberts,446,France,Male,46,3,154552.73,2,0,0,144967.65,0
1051,15601050,Turner,708,Spain,Female,31,6,0.0,2,0,1,60532.82,0
1052,15601051,Jackson,563,France,Male,37,9,0.0,3,1,0,29009.48,0
1053,15601052,Wood,586,France,Female,18,2,62395.2,2,1,0,182456.4,0
1054,15601053,Jackson,710,France,Female,58,4,0.0,2,1,0,172886.18,0
1055,15601054,Jackson,674,France,Female,37,9,150702.77,2,1,0,124068.41,1
1056,15601055,Walker,603,Spain,Male,44,9,45778.49,1,1,0,157534.82,0
1057,15601056,Taylor,588,Germany,Female,55,2,0.0,2,1,1,193792.26,0
1058,15601057,Doyle,662,France,Male,42,5,95590.82,3,1,1,114282.54,0
1059,15601058,Smith,611,Spain,Male,55,3,0.0,1,1,0,49592.16,1
1060,15601059,Doyle,544,Spain,Male,25,5,107535.7,1,0,0,128123.59,0
1061,15601060,Wood,618,Germany,Female,65,4,84669.48,2,1,0,183004.14,1
1062,15601061,Baker,683,Spain,Male,51,0,121609.31,2,1,1,138339.49,0
1063,15601062,Green,633,France,Male,41,10,0.0,1,0,0,6221.84,1
1064,15601063,Fowler,514,Spain,Female,55,7,0.0,1,0,0,183509.39,0
1065,15601064,Jackson,745,France,Male,26,5,76771.34,1,1,1,150981.38,0
1066,15601065,Roberts,387,Germany,Male,36,1,75903.85,1,1,1,80964.37,0
1067,15601066,White,607,France,Male,55,0,2422.54,2,1,1,197510.89,0
1068,15601067,Davies,590,Spain,Male,18,5,0.0,2,1,0,144614.19,0
1069,15601068,Evans,664,France,Female,45,7,0.0,2,1,0,165262.78,0
1070,15601069,Wood,704,France,Male,45,2,0.0,1,1,0,188690.15,0
1071,15601070,Jackson,758,Germany,Male,61,8,103397.78,1,0,1,8876.11,1
1072,15601071,Smith,582,Spain,Female,22,4,0.0,1,1,1,155109.55,0
1073,15601072,Hall,706,France,Female,57,0,0.0,2,1,0,77882.94,1
1074,15601073,Turner,669,Germany,Female,33,5,85295.83,3,1,1,173945.93,1
1075,15601074,Johnson,486,Germany,Female,34,1,0.0,1,1,0,175900.28,1
1076,15601075,Taylor,832,France,Female,26,0,90594.91,3,1,1,165895.08,0
1077,15601076,Roberts,512,Spain,Male,27,1,0.0,1,1,0,156060.92,0
1078,15601077,Baker,690,France,Female,43,3,40486.25,1,1,0,159062.28,0
1079,15601078,Turner,687,Spain,Female,27,5,104723.46,2,0,0,60013.95,1
1080,15601079,Hall,676,France,Male,47,10,104379.9,1,1,1,81899.11,0
1081,15601080,Green,603,France,Male,32,2,0.0,3,0,0,23895.92,0
1082,15601081,Davies,729,Germany,Male,26,0,0.0,1,1,0,166287.71,0
1083,15601082,Evans,500,Germany,Female,33,2,0.0,2,0,1,129555.29,0
1084,15601083,Clarke,644,Germany,Female,43,3,0.0,1,1,1,122930.63,0
1085,15601084,Green,596,Germany,Female,36,2,66768.38,1,1,1,49969.53,0
1086,15601085,Green,585,Spain,Male,39,3,0.0,1,0,1,123392.18,0
1087,15601086,Martin,691,Germany,Male,47,10,0.0,3,1,1,91455.79,0
1088,15601087,Walker,753,Germany,Male,51,4,0.0,2,1,1,199058.49,1
1089,15601088,Baker,617,France,Male,36,6,58762.85,2,0,0,172750.59,0
1090,15601089,Jackson,725,France,Female,28,7,0.0,1,1,0,105670.59,1
1091,15601090,Hall,655,France,Female,40,1,0.0,1,1,0,161882.66,0
1092,15601091,Green,564,Spain,Female,44,2,0.0,1,1,0,33736.5,0
1093,15601092,Green,625,France,Female,23,4,0.0,2,1,0,21178.7,0
1094,15601093,Green,621,France,Female,29,5,138033.44,1,0,0,126499.51,1
1095,15601094,Wilson,583,Spain,Male,31,0,0.0,1,0,0,145630.38,0
1096,15601095,Clarke,691,France,Male,37,7,175831.64,2,1,1,11558.23,0
1097,15601096,Brown,673,France,Male,31,3,131302.6,2,1,1,40991.71,0
1098,15601097,Wood,497,Germany,Male,47,3,118818.06,1,0,1,107916.33,1
1099,15601098,Roberts,491,Germany,Male,21,6,193545.7,1,1,1,13500.5,0
1100,15601099,Wilson,691,France,Male,22,10,84656.99,1,1,0,85386.51,0
1101,15601100,Harris,572,France,Female,35,9,93469.16,2,0,0,96933.88,0
1102,15601101,Taylor,679,France,Male,37,10,89369.46,1,1,0,184440.14,0
1103,15601102,Wood,725,Germany,Female,23,4,174908.27,2,1,1,63819.62,0
1104,15601103,Brown,528,Germany,Female,32,1,90138.34,1,0,0,34565.03,0
1105,15601104,Doyle,514,France,Female,35,2,54344.74,3,0,1,2494.14,0
1106,15601105,Green,811,Germany,Female,35,3,0.0,3,0,0,25200.01,0
1107,15601106,Turner,684,France,Male,41,3,0.0,1,1,1,150422.33,0
1108,15601107,Taylor,610,France,Female,32,2,119340.93,1,0,1,89539.45,0
1109,15601108,Hill,560,Germany,Male,55,1,0.0,1,1,0,40546.28,1
1110,15601109,Hill,601,France,Female,44,2,79582.85,2,1,1,186672.51,1
1111,15601110,Thomas,536,France,Male,30,7,0.0,2,0,1,157720.13,0
1112,15601111,White,735,France,Male,40,5,8171.55,2,1,1,23758.57,0
1113,15601112,Clarke,575,Spain,Female,40,0,98962.92,1,1,1,54522.51,0
1114,15601113,Smith,755,Germany,Female,52,6,64547.9,1,0,0,170038.86,0
1115,15601114,Martin,612,Germany,Male,32,9,247424.5,2,1,0,138793.9,0
1116,15601115,Walker,550,France,Female,47,4,0.0,2,0,1,189163.5,0
1117,15601116,Green,609,France,Male,39,3,0.0,2,1,0,16173.64,0
1118,15601117,Martin,398,Germany,Female,55,2,14193.4,2,0,0,155306.83,1
1119,15601118,Harris,638,France,Male,53,4,161797.34,2,1,0,16205.87,0
1120,15601119,Jackson,634,Germany,Male,41,3,70748.2,2,1,1,67995.73,0
1121,15601120,Taylor,729,Spain,Male,36,10,46475.64,3,1,0,150383.08,1
1122,15601121,White,469,France,Male,45,10,108496.46,2,1,1,142490.98,0
1123,15601122,Davies,762,Germany,Male,37,3,125734.54,2,0,0,1421.45,1
1124,15601123,Wilson,729,France,Male,57,10,124867.41,4,1,0,41186.64,1
1125,15601124,Roberts,770,France,Male,40,9,91086.27,1,0,0,155936.16,0
1126,15601125,Hall,645,Spain,Male,35,0,0.0,2,0,0,26103.36,0
1127,15601126,Smith,747,Spain,Male,34,5,0.0,2,0,0,65949.4,0
1128,15601127,Baker,509,Spain,Male,26,7,108501.79,1,1,1,37594.01,0
1129,15601128,Martin,718,Spain,Female,45,4,113368.69,2,1,0,23179.45,1
1130,15601129,Brown,576,Germany,Female,30,5,150194.9,1,0,0,167488.52,0
1131,15601130,Smith,491,Germany,Male,51,5,0.0,1,1,0,13207.01,0
1132,15601131,Johnson,542,Spain,Female,25,7,0.0,1,1,0,107673.94,0
1133,15601132,Davies,651,France,Male,40,3,82063.96,2,1,1,138841.43,0
1134,15601133,Doyle,571,Spain,Male,52,6,0.0,2,1,0,12460.45,0
1135,15601134,Baker,686,Germany,Female,18,2,0.0,2,1,1,127051.93,0
1136,15601135,King,476,France,Female,61,9,0.0,1,1,0,67479.04,1
1137,15601136,Harris,446,France,Female,34,0,140505.19,2,1,0,166875.5,0
1138,15601137,Brown,782,France,Male,41,0,173606.75,1,1,1,159734.26,1
1139,15601138,Jackson,737,France,Female,45,0,0.0,1,0,0,158987.1,1
1140,15601139,Thomas,549,Spain,Male,47,3,0.0,1,1,1,80334.03,0
1141,15601140,Brown,650,France,Male,42,6,0.0,2,1,1,164687.09,0
1142,15601141,Roberts,748,Germany,Male,50,10,0.0,1,0,0,126366.42,0
1143,15601142,Walker,690,Germany,Female,45,5,0.0,2,0,1,76358.03,0
1144,15601143,Turner,664,Germany,Male,58,2,18892.14,2,1,0,17053.32,1
1145,15601144,Walker,755,France,Female,45,4,0.0,1,1,1,14296.96,0
1146,15601145,Taylor,580,France,Female,61,1,73431.19,2,1,1,51028.93,0
1147,15601146,Smith,653,Spain,Female,49,5,0.0,1,0,0,60617.34,0
1148,15601147,Roberts,648,Germany,Female,19,8,28072.47,1,1,0,185578.13,0
1149,15601148,Jackson,624,France,Female,68,0,133430.62,1,0,1,199987.67,1
1150,15601149,Baker,613,Germany,Male,33,8,67034.15,2,1,0,29591.1,0
1151,15601150,Davies,657,France,Male,55,2,66800.03,3,0,1,188610.88,0
1152,15601151,Doyle,653,Germany,Female,39,7,0.0,2,1,0,141601.46,1
1153,15601152,Fowler,549,France,Male,51,8,82910.04,2,1,0,100223.03,1
1154,15601153,Hall,727,France,Male,31,8,0.0,1,1,1,190982.64,0
1155,15601154,Turner,556,Spain,Male,46,7,38661.76,3,1,1,143024.94,0
1156,15601155,Johnson,629,France,Male,36,7,13143.74,1,1,1,119137.25,0
1157,15601156,Turner,622,France,Male,56,2,72961.68,1,1,1,42695.83,1
1158,15601157,Brown,684,France,Male,44,1,93312.99,4,1,0,49644.35,0
1159,15601158,King,447,France,Female,49,4,21758.42,1,1,0,182388.85,0
1160,15601159,Johnson,736,Germany,Male,18,6,13673.55,1,1,0,43792.72,0
1161,15601160,King,585,France,Female,38,6,0.0,1,1,0,7428.9,0
1162,15601161,Taylor,767,Spain,Female,44,8,0.0,1,1,0,53979.19,0
1163,15601162,Brown,604,Germany,Male,41,3,0.0,2,1,1,96630.59,0
1164,15601163,Doyle,645,France,Female,50,9,143093.77,1,1,0,77010.99,0
1165,15601164,Walker,834,France,Female,35,4,55251.29,3,0,0,187224.8,0
1166,15601165,Harris,623,Germany,Female,40,2,0.0,1,1,1,84296.23,1
1167,15601166,Johnson,769,Germany,Male,52,8,91565.89,2,1,0,177921.48,0
1168,15601167,Thomas,654,Spain,Male,18,1,0.0,2,1,1,119337.92,0
1169,15601168,Baker,690,Germany,Male,45,4,78367.51,2,1,0,105300.81,1
1170,15601169,Davies,657,France,Female,35,8,0.0,2,1,0,32878.93,0
1171,15601170,Harris,731,France,Female,29,8,27476.74,2,1,1,54935.35,0
1172,15601171,Jackson,584,Spain,Female,43,2,83085.98,2,1,1,173566.19,0
1173,15601172,Harris,556,France,Female,53,1,0.0,2,0,1,156211.49,0
1174,15601173,Baker,589,Germany,Female,50,0,0.0,1,1,0,90037.25,1
1175,15601174,Hill,660,Spain,Female,38,0,87051.91,1,0,0,181895.41,0
1176,15601175,Taylor,629,Germany,Male,49,9,28275.48,2,1,1,164016.56,0
1177,15601176,Taylor,718,France,Female,49,8,0.0,1,1,0,23304.78,0
1178,15601177,Johnson,775,France,Male,38,5,88932.96,1,1,1,121580.17,0
1179,15601178,Hill,556,France,Male,31,6,130892.59,3,0,0,159969.8,0
1180,15601179,Hill,580,France,Male,32,3,148675.26,1,0,0,161860.48,0
1181,15601180,Baker,512,Germany,Female,48,2,115244.44,1,0,0,19176.89,0
1182,15601181,Martin,845,France,Male,39,0,137321.65,2,1,1,45697.62,0
1183,15601182,Hall,679,France,Male,27,7,0.0,1,1,0,83194.82,0
1184,15601183,Martin,696,France,Male,20,0,0.0,1,1,1,51074.59,0
1185,15601184,Wilson,521,France,Male,48,1,22964.95,1,1,0,22678.69,0
1186,15601185,Thomas,650,Germany,Male,33,8,60973.43,1,1,0,126131.29,0
1187,15601186,King,699,France,Female,43,6,139574.72,1,0,0,101987.22,0
1188,15601187,Walker,626,Germany,Female,53,5,0.0,2,1,1,31842.96,0
1189,15601188,Walker,753,France,Male,25,2,0.0,1,1,1,117690.02,0
1190,15601189,Roberts,850,Spain,Male,39,1,127142.53,1,0,1,13340.98,0
1191,15601190,Brown,559,France,Male,37,5,0.0,2,1,0,77225.17,1
1192,15601191,Jackson,552,France,Male,43,3,0.0,1,1,1,158711.07,0
1193,15601192,Wood,566,Germany,Female,53,5,0.0,1,1,0,178119.88,1
1194,15601193,Taylor,804,Germany,Female,24,1,158524.18,1,0,1,49801.69,0
1195,15601194,Hill,750,Germany,Female,45,2,0.0,1,1,1,172042.25,1
1196,15601195,Johnson,637,France,Male,50,1,104111.27,1,0,0,178459.8,0
1197,15601196,Evans,654,France,Female,37,4,59007.37,1,1,1,121769.58,0
1198,15601197,Taylor,572,Spain,Male,37,3,121466.61,2,1,1,196453.4,0
1199,15601198,Fowler,735,France,Male,44,2,0.0,3,1,0,49988.99,0
1200,15601199,Jackson,614,Spain,Female,43,6,110132.63,2,1,0,14725.87,0
1201,15601200,Baker,625,Spain,Female,45,5,31758.21,1,0,0,168845.19,1
1202,15601201,Turner,708,Spain,Female,45,2,86866.7,2,1,1,98695.2,0
1203,15601202,Hill,632,Germany,Female,28,7,80090.81,2,0,1,69944.32,0
1204,15601203,Doyle,627,Spain,Female,50,3,117242.05,1,1,0,11991.33,0
1205,15601204,Evans,651,France,Female,52,3,144411.33,3,1,0,13860.27,0
1206,15601205,King,726,France,Male,41,5,0.0,2,1,0,19052.57,0
1207,15601206,Green,808,Spain,Male,23,1,19810.52,1,1,0,37544.86,0
1208,15601207,Evans,706,France,Male,38,4,0.0,3,1,0,194109.78,0
1209,15601208,Baker,727,France,Male,41,6,0.0,1,1,0,56999.42,0
1210,15601209,Wood,631,France,Male,26,1,180530.29,1,1,0,163592.41,0
1211,15601210,Turner,582,Germany,Male,35,6,0.0,1,0,1,4863.34,0
1212,15601211,Martin,713,Germany,Female,23,0,93483.87,1,1,1,65041.2,0
1213,15601212,Turner,666,Spain,Female,46,6,141266.57,3,1,0,181332.29,1
1214,15601213,Green,513,France,Female,41,0,79972.01,2,1,1,37823.12,0
1215,15601214,Wilson,619,France,Male,21,1,0.0,1,1,0,57520.68,0
1216,15601215,Johnson,642,Spain,Female,43,3,75316.97,2,0,0,165476.46,0
1217,15601216,Clarke,601,France,Male,38,6,120370.42,2,1,1,25156.95,0
1218,15601217,Brown,792,Spain,Male,45,7,26834.15,3,1,1,11583.45,1
1219,15601218,Fowler,696,Spain,Male,35,5,155377.88,3,1,0,193229.37,0
1220,15601219,Harris,782,France,Male,30,1,86920.39,3,0,0,81553.56,0
1221,15601220,Evans,675,France,Male,31,4,0.0,2,1,1,131916.38,0
1222,15601221,Green,658,France,Female,33,8,151839.26,1,1,0,26296.07,1
1223,15601222,White,560,Germany,Female,39,0,0.0,3,1,1,44815.3,0
1224,15601223,Taylor,651,Spain,Female,41,7,0.0,1,1,0,92536.17,0
1225,15601224,Harris,651,France,Male,37,4,0.0,1,1,0,135355.49,0
1226,15601225,Green,519,Germany,Female,34,0,0.0,1,1,1,59356.33,0
1227,15601226,Green,598,France,Female,35,7,52323.86,1,0,1,177042.12,0
1228,15601227,Brown,619,France,Male,67,0,0.0,2,1,0,156447.66,0
1229,15601228,White,690,Germany,Female,31,4,58000.17,3,0,1,110760.02,0
1230,15601229,Smith,694,France,Male,33,2,115055.27,1,1,1,92383.03,0
1231,15601230,Hall,594,France,Male,75,6,133124.65,2,1,0,124288.97,1
1232,15601231,Harris,695,Spain,Male,44,0,0.0,1,1,0,146600.97,0
1233,15601232,Hill,633,France,Male,24,1,0.0,2,1,0,27855.11,0
1234,15601233,Davies,375,Spain,Male,48,5,100335.74,1,0,1,170675.63,0
1235,15601234,Jackson,603,France,Male,29,10,40972.15,1,1,1,98391.15,0
1236,15601235,Brown,754,France,Male,49,0,179321.51,2,1,0,187133.45,1
1237,15601236,Fowler,489,France,Female,37,5,0.0,2,0,1,191152.94,0
1238,15601237,Davies,661,France,Male,34,8,53801.35,1,1,0,7112.65,0
1239,15601238,Thomas,802,France,Male,57,3,67060.94,1,1,1,77511.71,1
1240,15601239,Baker,577,France,Male,45,5,21124.15,1,1,1,105718.46,0
1241,15601240,Harris,650,Germany,Female,50,9,0.0,2,1,0,108379.5,1
1242,15601241,Doyle,525,France,Female,44,8,77179.04,1,1,0,164656.28,0
1243,15601242,Brown,806,France,Female,34,3,130186.11,1,1,0,29079.69,0
1244,15601243,Doyle,642,France,Male,46,8,68655.14,2,1,1,124874.06,0
1245,15601244,King,654,France,Male,52,7,20289.74,2,0,0,188576.8,0
1246,15601245,Wilson,780,France,Female,40,5,1792.53,1,0,1,199341.55,0
1247,15601246,King,714,Spain,Male,59,4,101526.34,2,1,0,3007.02,0
1248,15601247,Johnson,566,France,Female,48,10,93994.42,1,1,0,194540.89,0
1249,15601248,Green,588,Germany,Female,41,9,0.0,1,1,1,25319.8,0
1250,15601249,Johnson,698,Germany,Male,42,10,64289.89,2,1,0,107853.16,1
1251,15601250,Green,590,France,Female,41,7,111366.78,1,1,1,50027.59,0
1252,15601251,Fowler,447,France,Female,25,3,166480.04,1,0,0,121671.82,0
1253,15601252,Walker,645,France,Male,38,1,47092.05,2,1,0,8368.29,0
1254,15601253,Walker,508,Spain,Male,41,1,94889.66,2,1,0,48428.2,0
1255,15601254,Clarke,805,France,Male,34,10,142704.87,3,1,0,60814.55,0
1256,15601255,Wood,667,Germany,Female,43,3,47313.71,2,0,1,183205.83,0
1257,15601256,Green,563,Germany,Male,39,1,89140.23,1,1,0,117142.28,0
1258,15601257,Doyle,583,Germany,Male,48,2,87910.24,2,1,0,141933.73,0
1259,15601258,Brown,469,Spain,Female,46,0,17878.76,1,1,0,135527.02,1
1260,15601259,Davies,544,Germany,Male,41,5,99267.43,2,1,1,79065.38,0
1261,15601260,Turner,748,France,Male,24,6,0.0,1,0,1,3790.19,0
1262,15601261,Jackson,850,France,Female,59,4,120529.63,1,1,1,22297.13,0
1263,15601262,Fowler,720,France,Male,37,8,0.0,1,1,1,92302.89,0
1264,15601263,Fowler,641,Germany,Male,38,5,0.0,2,1,0,188317.66,0
1265,15601264,Wilson,609,Spain,Male,35,10,165995.37,1,1,0,50502.8,1
1266,15601265,Smith,558,Germany,Male,34,8,204262.49,2,1,1,139965.43,0
1267,15601266,Davies,848,France,Male,56,0,160407.11,2,1,0,165492.57,0
1268,15601267,Turner,632,Germany,Female,54,3,25261.07,2,1,1,181450.27,1
1269,15601268,Doyle,850,France,Female,44,8,0.0,1,1,1,59403.8,1
1270,15601269,Hall,784,France,Male,38,5,0.0,1,0,0,186325.35,1
1271,15601270,Thomas,483,Germany,Female,46,8,0.0,3,1,1,121988.47,0
1272,15601271,Wood,586,France,Female,40,3,0.0,2,1,0,102172.95,0
1273,15601272,Green,586,France,Female,37,0,0.0,1,1,1,155900.13,0
1274,15601273,Roberts,642,Spain,Female,43,8,71051.55,3,1,0,48503.81,0
1275,15601274,Brown,644,France,Female,34,8,129743.15,1,1,1,162703.47,0
1276,15601275,Turner,850,France,Female,42,7,0.0,1,0,0,130342.58,0
1277,15601276,Brown,547,France,Male,41,4,112162.13,1,1,1,160073.86,0
1278,15601277,Walker,672,France,Male,46,0,0.0,1,0,1,171288.72,0
1279,15601278,Hill,709,Germany,Male,32,8,112249.01,1,0,1,123852.14,0
1280,15601279,Johnson,650,Spain,Male,47,7,119123.15,2,0,1,8310.29,0
1281,15601280,Wilson,661,France,Female,29,7,0.0,1,1,1,60251.78,0
1282,15601281,Harris,550,France,Male,33,1,94558.98,2,0,1,175725.93,0
1283,15601282,Walker,660,France,Male,33,8,185879.21,2,1,1,125764.35,0
1284,15601283,Fowler,699,Spain,Male,27,7,0.0,2,1,1,178121.22,0
1285,15601284,Roberts,681,Germany,Male,50,9,92340.99,1,0,1,77521.17,0
1286,15601285,Green,705,Germany,Female,28,6,95658.65,2,1,1,101440.76,0
1287,15601286,Green,786,France,Female,31,8,0.0,1,1,0,172655.9,0
1288,15601287,Fowler,740,France,Male,53,4,0.0,2,1,1,152644.24,0
1289,15601288,Doyle,657,France,Male,33,7,101477.32,1,1,0,76122.73,1
1290,15601289,Wilson,538,Spain,Male,37,7,62185.66,2,1,0,5503.43,0
1291,15601290,Clarke,592,France,Male,28,8,81996.68,1,0,1,176187.57,1
1292,15601291,Wood,629,Spain,Female,48,9,46521.69,2,1,0,157485.01,0
1293,15601292,Harris,674,Spain,Female,48,0,95940.65,1,0,0,90383.01,0
1294,15601293,Green,604,France,Male,47,8,122130.72,1,1,1,109701.86,0
1295,15601294,Davies,560,France,Male,45,8,0.0,2,0,1,41658.09,0
1296,15601295,Green,536,France,Female,40,5,0.0,1,1,0,83008.12,1
1297,15601296,Davies,491,France,Female,33,5,122470.43,2,1,1,33475.89,0
1298,15601297,Walker,627,France,Male,30,7,96610.11,2,0,0,42903.35,0
1299,15601298,Green,509,Spain,Male,53,5,35372.27,2,0,0,169427.53,1
1300,15601299,Taylor,554,France,Male,47,4,0.0,2,0,0,73132.0,0
1301,15601300,Brown,612,France,Female,31,8,13086.61,2,1,0,163129.94,0
1302,15601301,Clarke,522,Spain,Male,39,8,147497.42,3,1,1,95306.07,0
1303,15601302,Johnson,686,Germany,Male,36,2,0.0,1,0,1,15084.78,1
1304,15601303,Fowler,721,France,Female,27,9,0.0,2,1,1,72943.91,0
1305,15601304,Wilson,597,Germany,Female,41,3,99808.13,2,0,1,32496.42,1
1306,15601305,Hall,608,Germany,Male,34,1,67659.42,1,1,1,139021.71,0
1307,15601306,Martin,702,Spain,Male,29,9,59373.29,1,1,1,182367.42,0
1308,15601307,Roberts,581,Spain,Male,23,2,0.0,1,1,0,152852.04,0
1309,15601308,Brown,575,France,Female,22,2,83003.13,2,1,1,155909.08,1
1310,15601309,Wilson,765,Germany,Male,35,2,0.0,1,1,1,172511.44,0
1311,15601310,Davies,735,France,Female,38,5,0.0,2,0,0,155556.27,0
1312,15601311,Wilson,708,Germany,Female,29,1,159963.73,2,1,0,114146.08,0
1313,15601312,Jackson,739,Spain,Male,46,1,0.0,2,0,0,143140.98,0
1314,15601313,Harris,460,France,Female,38,4,49743.57,1,0,0,83775.0,0
1315,15601314,Clarke,780,France,Male,45,2,27936.7,2,1,1,15086.81,0
1316,15601315,Davies,688,Spain,Male,37,2,0.0,2,1,1,141410.38,0
1317,15601316,Brown,747,Spain,Female,30,10,0.0,1,1,0,144610.53,0
1318,15601317,Johnson,687,France,Male,40,6,97369.3,1,1,0,45520.8,1
1319,15601318,Harris,655,Spain,Male,25,0,0.0,1,1,1,190834.37,0
1320,15601319,Turner,624,Germany,Male,45,1,0.0,3,0,0,11449.78,0
1321,15601320,Johnson,685,France,Male,29,8,29304.23,1,1,0,147455.85,1
1322,15601321,Walker,620,France,Male,49,2,0.0,1,1,1,193727.2,0
1323,15601322,Smith,733,France,Female,35,1,90484.68,1,0,1,62520.81,0
1324,15601323,Harris,498,Germany,Female,51,7,102942.17,1,1,1,182580.62,1
1325,15601324,Smith,598,France,Female,27,9,0.0,1,1,1,165460.81,0
1326,15601325,Fowler,846,Germany,Female,32,4,84998.61,2,1,0,149077.78,0
1327,15601326,Wilson,590,France,Male,43,8,138864.99,1,1,1,190804.52,0
1328,15601327,Wilson,627,Spain,Female,52,4,0.0,2,1,1,131157.36,0
1329,15601328,Davies,565,France,Male,57,1,0.0,1,1,1,99481.25,0
1330,15601329,Roberts,682,France,Male,39,8,37706.88,1,1,0,135460.52,0
1331,15601330,Smith,579,Germany,Female,59,10,0.0,2,1,1,82952.93,0
1332,15601331,Fowler,632,France,Male,36,10,104355.63,2,1,0,65652.55,0
1333,15601332,Hill,731,Spain,Male,51,1,0.0,2,1,0,17366.88,0
1334,15601333,Clarke,583,Germany,Male,29,6,23075.83,1,0,1,76223.71,0
1335,15601334,Wood,726,Germany,Male,44,6,0.0,2,1,1,160835.82,0
1336,15601335,Brown,729,Germany,Male,18,0,140604.92,2,1,0,189141.72,0
1337,15601336,Baker,751,France,Male,27,10,0.0,1,1,1,195055.19,0
1338,15601337,Roberts,663,Spain,Female,44,1,8906.45,2,1,0,42098.65,0
1339,15601338,Harris,850,Germany,Male,25,2,0.0,1,1,1,114714.92,0
1340,15601339,Harris,751,France,Male,44,10,74331.94,1,1,0,115573.88,0
1341,15601340,Taylor,681,France,Male,49,6,172531.61,2,1,0,36033.46,0
1342,15601341,Hall,566,Germany,Female,33,7,123898.5,2,0,1,116744.01,1
1343,15601342,Hall,641,France,Male,28,5,106470.6,2,1,0,73189.81,0
1344,15601343,Evans,787,Spain,Male,34,8,0.0,2,1,1,188538.88,0
1345,15601344,Wood,814,Germany,Male,28,0,117029.22,1,0,0,51785.24,0
1346,15601345,Wilson,792,Spain,Female,38,7,0.0,2,0,1,167157.28,0
1347,15601346,Hill,725,France,Female,40,0,0.0,4,1,0,179474.27,0
1348,15601347,Johnson,529,France,Female,36,1,0.0,1,1,1,147438.58,0
1349,15601348,Evans,697,France,Female,57,5,44634.32,1,1,1,43720.78,0
1350,15601349,King,531,France,Male,31,4,134257.26,3,0,1,52813.44,0
1351,15601350,Smith,507,Germany,Male,54,1,213283.87,1,1,0,194252.46,1
1352,15601351,Hall,673,Germany,Male,28,8,0.0,3,0,1,16089.98,1
1353,15601352,Walker,700,France,Male,40,3,120272.73,1,0,1,24300.1,1
1354,15601353,Wood,737,France,Male,52,9,66249.39,2,1,0,195735.38,0
1355,15601354,Doyle,698,Germany,Male,51,0,94694.37,2,1,1,155602.06,0
1356,15601355,Evans,701,France,Male,34,2,0.0,2,1,1,149530.39,0
1357,15601356,Harris,555,Spain,Female,45,3,89970.88,2,0,1,32881.34,0
1358,15601357,Wilson,640,France,Male,44,6,92396.75,1,0,0,98298.83,0
1359,15601358,Baker,505,Spain,Female,33,4,188944.88,2,1,0,168311.76,0
1360,15601359,Johnson,458,France,Female,46,1,0.0,3,0,1,66445.27,0
1361,15601360,Hill,721,Spain,Male,59,6,0.0,3,0,1,39360.26,0
1362,15601361,Doyle,578,France,Male,44,10,160846.45,3,0,1,3178.12,0
1363,15601362,Smith,734,Spain,Female,45,1,0.0,2,1,1,124885.95,0
1364,15601363,Evans,756,France,Female,46,2,80576.22,2,1,0,59468.25,0
1365,15601364,King,591,France,Male,23,5,44170.75,2,0,0,172870.81,0
1366,15601365,Smith,707,Spain,Male,44,7,0.0,2,1,1,57420.1,0
1367,15601366,Wilson,587,France,Female,28,1,0.0,2,1,1,31163.59,0
1368,15601367,Johnson,473,France,Female,33,2,0.0,1,1,1,192129.05,0
1369,15601368,Clarke,662,France,Male,63,2,0.0,1,1,1,192990.63,0
1370,15601369,Green,605,France,Male,36,6,96492.14,2,1,0,137319.74,0
1371,15601370,Johnson,608,France,Female,31,0,46678.25,1,1,0,185748.75,1
1372,15601371,Thomas,840,Germany,Male,52,7,63622.5,1,0,0,33204.88,0
1373,15601372,Smith,504,France,Female,29,4,65128.7,1,1,1,92607.83,0
1374,15601373,Evans,687,Germany,Male,34,3,0.0,2,0,0,41627.62,1
1375,15601374,Brown,554,Germany,Male,53,9,60931.28,3,1,1,96277.87,0
1376,15601375,White,737,France,Male,39,9,31601.77,2,1,0,158444.42,0
1377,15601376,Johnson,679,Spain,Male,22,8,0.0,3,0,0,169140.64,0
1378,15601377,Hall,686,Germany,Female,45,9,148711.58,2,0,0,1828.71,0
1379,15601378,Harris,559,Spain,Male,35,2,97065.64,1,0,1,78511.18,1
1380,15601379,Fowler,577,France,Female,56,9,0.0,1,0,0,198819.67,1
1381,15601380,King,739,France,Male,32,1,83226.95,1,1,1,118273.68,0
1382,15601381,White,820,France,Female,51,3,0.0,1,0,1,59942.99,0
1383,15601382,Brown,696,Spain,Female,59,6,0.0,2,1,0,78409.86,0
1384,15601383,Thomas,564,Germany,Female,30,8,67980.51,1,1,1,65190.19,1
1385,15601384,Jackson,683,Germany,Male,37,6,0.0,3,0,0,90072.09,0
